movie_id,user_id,rating
11388406,4593705,9
11388406,67478381,9
11388406,66094405,9
11388406,20297885,9
11388406,35309124,9
11388406,30054490,9
11388406,34587451,9
11388406,1394452,9
11388406,67394598,9
11388406,22185255,9
11388406,103205898,9
11388406,16376845,9
11388406,10697730,9
11388406,125574417,9
11388406,85350119,9
11388406,68406779,9
11388406,55063643,9
11388406,13763770,9
11388406,109577449,9
11388406,113713873,9
11388406,113729656,9
11388406,126980026,9
11388406,25053042,9
11388406,33047601,9
11388406,43412736,9
0372824,2467618,9
0372824,4234119,9
0372824,4611798,9
0372824,0940861,9
0372824,114700501,9
0372824,7759378,9
0372824,4989916,9
0372824,113693169,9
0372824,0152930,9
0372824,77361817,9
0372824,58915005,9
0372824,6449595,9
0372824,57500013,9
0372824,4038897,9
0372824,5091083,9
0372824,4781658,9
0372824,9929950,9
0372824,0157716,9
0372824,2895421,9
0372824,38274481,9
0372824,8493120,9
0150377,2542703,9
0150377,1132073,9
0150377,13401764,9
0150377,16558990,9
0150377,24171148,9
0150377,2692944,9
0150377,0595398,9
0150377,50594856,9
0150377,0373076,9
0150377,0485517,9
0150377,70214787,9
0150377,0274194,9
0150377,1435485,9
0150377,0460467,9
0190865,34836174,9
0190865,91222832,9
0190865,1640094,9
0190865,55811657,9
0190865,0157630,9
0190865,0426373,9
0190865,0109453,9
0190865,3664692,9
0190865,0869899,9
0190865,0850267,9
0190865,0895018,9
0190865,0946554,9
0190865,1444117,9
0190865,0793879,9
0190865,0848619,9
0190865,0986518,9
0190865,0996943,9
0190865,89513584,9
1173687,2467618,9
1173687,6747090,9
1173687,20762132,9
2034800,0972645,9
2034800,64798417,9
2034800,26154754,9
2034800,37568851,9
2034800,0391482,9
2034800,4266280,9
2034800,69048448,9
2034800,22662585,9
2034800,93060776,9
2034800,74864991,9
2034800,62055502,9
2034800,61982894,9
2034800,9303183,9
2034800,57353220,9
2034800,30831660,9
2034800,10429403,9
2034800,43099789,9
2034800,51557287,9
2034800,72777991,9
2034800,24075203,9
2034800,75492796,9
2034800,19054949,9
2034800,37272855,9
2034800,48119710,9
2034800,61746567,9
0102598,3441650,9
0102598,23401959,9
0102598,15282099,9
0102598,4301468,9
0102598,81896582,9
2023453,101757374,9
2023453,122799232,9
2023453,23392459,9
2023453,35818828,9
0338763,0089982,9
0338763,1735438,9
0338763,4206557,9
0338763,0887818,9
0338763,2977053,9
0338763,7791999,9
0338763,90976190,9
0338763,1065140,9
0338763,3034799,9
0338763,92043841,9
0338763,93295524,9
0338763,13813625,9
0338763,17130661,9
0338763,3016288,9
0338763,4638474,9
0338763,48960058,9
0338763,5382879,9
0338763,5402812,9
0113845,2403537,9
0113845,34836174,9
0113845,28461631,9
0113845,0196922,9
0113845,18062242,9
0808339,60189604,9
0808339,23414197,9
0808339,22491398,9
1124037,0438066,9
1124037,0937743,9
1124037,0345596,9
1124037,49400835,9
1124037,29218738,9
1124037,2366009,9
1124037,29589601,9
1124037,0311101,9
1124037,5223663,9
1124037,14940942,9
1124037,3281255,9
1124037,39929622,9
1124037,55938582,9
1124037,59635615,9
1124037,22879809,9
1124037,25134291,9
1124037,17431508,9
1124037,61693157,9
1124037,19500856,9
1124037,64739347,9
1124037,70171239,9
1124037,82753070,9
1124037,55081822,9
1124037,9685228,9
1124037,13156144,9
0233422,19824448,9
0233422,39575215,9
0233422,0685930,9
0233422,0474833,9
0762121,0317399,9
0762121,6458242,9
0762121,32633475,9
0762121,1164393,9
0762121,52074957,9
0762121,0103639,9
0762121,8473688,9
0762121,7806786,9
0762121,25309569,9
0762121,3143475,9
0762121,8354964,9
0762121,10346369,9
0762121,12185784,9
0762121,5769972,9
0762121,5364920,9
0762121,7353910,9
0762121,11033776,9
0762121,11435523,9
0762121,13382461,9
0762121,10791869,9
0762121,12186395,9
0762121,12974706,9
0762121,13008226,9
0762121,13217424,9
0762121,13220495,9
0983193,5876717,9
0983193,60028700,9
0983193,22668817,9
0983193,0391152,9
0983193,23483288,9
0983193,1697212,9
0983193,3967726,9
0983193,4234119,9
0983193,13538926,9
0983193,30163554,9
0983193,17571044,9
0983193,18970655,9
0983193,19278556,9
0983193,94560739,9
0983193,78948186,9
0983193,22881716,9
0983193,3184720,9
0983193,111579859,9
0983193,20621243,9
0983193,55782634,9
0983193,6063915,9
0983193,20509588,9
0983193,45878697,9
0983193,23961608,9
0983193,100305557,9
0112870,8503729,9
0112870,16522302,9
0112870,22238372,9
0112870,21369216,9
0112870,7127916,9
0112870,0358724,9
0112870,97397675,9
0112870,4849770,9
0112870,57283446,9
0112870,69484375,9
0112870,60769846,9
0112870,38214812,9
0112870,122144313,9
0112870,98559441,9
0112870,0453191,9
0112870,30389714,9
0112870,32165955,9
0112870,55588346,9
1366344,7752337,9
1366344,5069332,9
1366344,29211624,9
1366344,44953764,9
1366344,25757052,9
1366344,32160267,9
1366344,36082477,9
0085244,8503729,9
0085244,17646017,9
0085244,2444068,9
0085244,0079652,9
0085244,0103511,9
0085244,61859192,9
0085244,8042382,9
0085244,98571307,9
0085244,1469321,9
0085244,11615728,9
0085244,60983885,9
0085244,0519198,9
0085244,2506734,9
0085244,1474872,9
0085244,0537453,9
0085244,5076595,9
